item_name,current_price,old_price_element,item_discount_element,item_link,discount
Samsung A14 5G Case Liquid Silicone Cute Phone Cover,340.0,,36.0,/generic-samsung-a14-5g-case-liquid-silicone-cute-phone-cover-154049329.html,36.0
TCB Naturals Tcb Naturals Leave In Treatment 200ml,243.0,,10.0,/tcb-naturals-tcb-naturals-leave-in-treatment-200ml-114972698.html,10.0
Fashion Popular Smart Watch Wristband Silicone Strap- Blue,760.0,6.0,49.0,/fashion-popular-smart-watch-wristband-silicone-strap-blue-32690368.html,49.0
Car 300W Power Inverter DC 12V To AC 220V Portable USB Charger Converter,2000.0,0.0,33.0,/generic-car-300w-power-inverter-dc-12v-to-ac-220v-portable-usb-charger-converter-61568879.html,33.0
Bluetooth  Earphone  F2  TWS Sports Headset  Touch,810.0,8.0,39.0,/generic-bluetooth-earphone-f2-tws-sports-headset-touch-93444963.html,39.0
Collagen Anti Aging Serum,587.0,0.0,41.0,/collagen-anti-aging-serum-30827823.html,41.0
Nupur Henna - 120g,450.0,,18.0,/godrej-nupur-henna-120g-16471214.html,18.0
"Samsung Galaxy A03 Core, 6.5"", (Dual SIM) 32GB + 2GB, 5000mAh + Smart Watch & Earbuds",12999.0,99.0,30.0,/galaxy-a03-core-6.5-dual-sim-32gb-2gb-5000mah-smart-watch-earbuds-samsung-mpg442304.html,30.0
Fashion Men's Oxfords Office Loafers Wedding Formal Shoes Corporate Black,1840.0,0.0,39.0,/fashion-mens-oxfords-office-loafers-wedding-formal-shoes-corporate-black-148053782.html,39.0
silver crest SilverCrest Heavy Duty 2.5LT Pro  Blender +Grinder Jar 7000W,5099.0,9.0,43.0,/silvercrest-heavy-duty-2.5lt-pro-blender-grinder-jar-7000w-silver-crest-mpg545856.html,43.0
Freeyond Smartwatch Sports IP68 Running FY Watch S1,2599.0,3.0,45.0,/freeyond-smartwatch-sports-ip68-running-fy-watch-s1-126637560.html,45.0
Fashion Ladies Ankle Boots -Black,2200.0,0.0,27.0,/ladies-ankle-boots-fashion-mpg247328.html,27.0
American Dream Cocoa Butter Lemon Brightening Cream,1335.0,0.0,33.0,/cocoa-butter-lemon-brightening-cream-american-dream-mpg1822298.html,33.0
Fashion 1pcs Knitted Beaines Skullies Beanies Bonnet-Black,799.0,8.0,49.0,/fashion-1pcs-knitted-beaines-skullies-beanies-bonnet-black-38391344.html,49.0
48Pcs Plastic Normal Clothes Hangers 4 Dozen - Mixed Colours,1600.0,0.0,20.0,/48pcs-plastic-normal-clothes-hangers-4-dozen-mixed-colours-generic-mpg1512114.html,20.0
Nunix NU-M7 3.1CH BLUETOOTH MULTIMEADIA SPEAKER,8199.0,0.0,18.0,/nu-m7-3.1ch-bluetooth-multimeadia-speaker-nunix-mpg1128370.html,18.0
Ediko Sports Baseball Cap,459.0,,8.0,/ediko-sports-baseball-cap-48898582.html,8.0
Sydney Modern Wooden TV Stand,7499.0,9.0,21.0,/generic-sydney-modern-wooden-tv-stand-116114662.html,21.0
Fragrance World Berries Weekend Pink Edition Women,1730.0,0.0,14.0,/fragrance-world-berries-weekend-pink-edition-women-120275759.html,14.0
"XIAOMI Redmi 12C, 6.71""-inch Display(4GB+128GB )BLUE,SPLY""",17200.0,0.0,31.0,/xiaomi-redmi-12c-6.71-inch-display4gb128gb-bluesply-122214593.html,31.0
Fashion Checked Umbrella,700.0,,13.0,/fashion-checked-umbrella-69374172.html,13.0
Aloe Vera Face Serum,400.0,,50.0,/karite-aloe-vera-face-serum-72907350.html,50.0
Fashion Set Of Blue Swimming Goggles & Blue Swimming Cap Gear Set,675.0,0.0,33.0,/generic-fashion-set-of-blue-swimming-goggles-blue-swimming-cap-gear-set-91150837.html,33.0
Derma Roller 0.5mm + 1.5mm DERMAROLLER MICRO NEEDLE BEARD HAIR SKIN FACE WRINKLE & ANTI-AGING DERMA,2000.0,0.0,50.0,/derma-roller-0.5mm-1.5mm-dermaroller-micro-needle-beard-hair-skin-face-wrinkle-anti-aging-derma-160004251.html,50.0
Fashion Bags Women Ladies Bags Handbags Sling Bags Crossbody Bags Purse Female,759.0,9.0,42.0,/fashion-bags-women-ladies-bags-handbags-sling-bags-crossbody-bags-purse-female-153632574.html,42.0
Anti Burst Exercise Yoga Balls,1550.0,0.0,45.0,/generic-anti-burst-exercise-yoga-balls-110330329.html,45.0
VEGER Slim Ports Portable Charger- 25000mAh Power Bank,2189.0,0.0,37.0,/veger-slim-ports-portable-charger-25000mah-power-bank-13660924.html,37.0
AC BLACK Pure Grain Whiskey - 750ml + FREE GIFT INSIDE,1150.0,0.0,15.0,/ac-black-pure-grain-whiskey-750ml-free-gift-inside-54096240.html,15.0
Multipurpose Frog Shaped Cartoon Organizer/Holders,945.0,0.0,10.0,/generic-multipurpose-frog-shaped-cartoon-organizerholders-20101742.html,10.0
Fashion Ladies  Mid Heel Sandals Slippers,2478.0,3.0,46.0,/fashion-ladies-mid-heel-sandals-slippers-60847177.html,46.0
Fashion Women's Heart Beat Pendant Chain Choker Collar Bib-Silver,90.0,,50.0,/fashion-womens-heart-beat-pendant-chain-choker-collar-bib-silver-48033051.html,50.0
"P9 Wireless Bluetooth Headphones With Mic, Stereo, Noise Canceling, Sports, Gaming Headphones-Blue",1699.0,0.0,38.0,/generic-p9-wireless-bluetooth-headphones-with-mic-stereo-noise-canceling-sports-gaming-headphones-blue-156419045.html,38.0
Home Use Smart Weigh Scale,2999.0,0.0,21.0,/generic-home-use-smart-weigh-scale-57861785.html,21.0
Scrabble 100Letter Tiles Fun Board Game + Chess Board Game.,2200.0,0.0,27.0,/scrabble-100letter-tiles-fun-board-game-chess-board-game.-119340966.html,27.0
56-EGGS SOLAR AND ELECTRIC AUTOMATIC INCUBATOR,12699.0,0.0,15.0,/generic-56-eggs-solar-and-electric-automatic-incubator-69909065.html,15.0
Fashion Official Trouser Pant Slim Fit Office Wear Men,999.0,0.0,33.0,/fashion-official-trouser-pant-slim-fit-office-wear-men-153689722.html,33.0
Buy One Get One Free Loaf Bread  Baking Tin,985.0,0.0,45.0,/generic-buy-one-get-one-free-loaf-bread-baking-tin-56003872.html,45.0
Bluetooth Wireless Magnetic Neckband Earphones Sport Headset,631.0,1.0,43.0,/generic-bluetooth-wireless-magnetic-neckband-earphones-sport-headset-125609484.html,43.0
Johnnie Walker Johnnie Walker Black Label - 1litre,4068.0,8.0,8.0,/johnnie-walker-johnnie-walker-black-label-1litre-49561484.html,8.0
P47 Foldable Wireless Bluetooth Headphone - White+free Gift,549.0,,39.0,/p47-foldable-wireless-bluetooth-headphone-whitefree-gift-156900852.html,39.0
Laptop Charger Flower Power Cable,250.0,,29.0,/generic-laptop-charger-flower-power-cable-98948357.html,29.0
" Mexico Modern Wooden TV Stand For Up To 55"" TV",6950.0,0.0,50.0,/generic-mexico-modern-wooden-tv-stand-for-up-to-55-tv-168163052.html,50.0
Fashion Baby Girls Suspender Skirt,999.0,0.0,45.0,/fashion-baby-girls-suspender-skirt-67681280.html,45.0
6Pcs Christmas Butterfly Bow Iron Bell Hanging Ornament-1#,538.0,6.0,50.0,/generic-6pcs-christmas-butterfly-bow-iron-bell-hanging-ornament-1-51507790.html,50.0
Butterfly Butterfly Long Grain Rice - 5Kg,923.0,,3.0,/butterfly-butterfly-long-grain-rice-5kg-48443200.html,3.0
Digital Personal Exercise Bathroom Weighing Scale,1345.0,0.0,33.0,/digital-personal-exercise-bathroom-weighing-scale-generic-mpg383625.html,33.0
Fashion Beach Comfortable And Leisurely Cotton And Linen Floral Ethnic Shorts 4 In 1,2435.0,0.0,36.0,/fashion-beach-comfortable-and-leisurely-cotton-and-linen-floral-ethnic-shorts-4-in-1-71689213.html,36.0
Fashion Men Shoes Sneakers Casual Shoes Outdoor Shoes Running Shoes Sport  Shoes,688.0,1.0,47.0,/fashion-men-shoes-sneakers-casual-shoes-outdoor-shoes-running-shoes-sport-shoes-58945933.html,47.0
4 In 1 Foot Scraper Pedicure Tool Dead Skin Remover Scrubber,220.0,,12.0,/generic-4-in-1-foot-scraper-pedicure-tool-dead-skin-remover-scrubber-71347119.html,12.0
Silicon Collapsible Dish Rack Drainer,887.0,0.0,26.0,/dish-drainer-collapsible-dish-rack-drain-tray-colander-generic-mpg380606.html,26.0
Dr. Rashel Tummy Slimming Slim Line Chilli Hot Cream- 150ml.,570.0,,19.0,/dr.-rashel-tummy-slimming-slim-line-chilli-hot-cream-150ml.-70269907.html,19.0
Nunix Table Top Double Burner Gas Stove Cooker + Pipe & Regulator,2799.0,8.0,48.0,/nunix-table-top-double-burner-gas-stove-cooker-pipe-regulator-120115839.html,48.0
BLUETTI EB3A 268Wh/600W Portable Power Station,54900.0,0.0,15.0,/bluetti-eb3a-268wh600w-portable-power-station-153183971.html,15.0
Mi XIOMI Redmi AirDot 2 Bluetooth V5.0 True Wireless Earbuds,1800.0,0.0,44.0,/mi-xiomi-redmi-airdot-2-bluetooth-v5.0-true-wireless-earbuds-70291229.html,44.0
Yixin 3 PCS/Sets Tshirt T-shirt Men Polo Shirt Men Clothes Men Wear Men Suit Men Coat Short Sleeve Two White And One Black,1199.0,9.0,33.0,/yixin-3-pcssets-tshirt-t-shirt-men-polo-shirt-men-clothes-men-wear-men-suit-men-coat-short-sleeve-two-white-and-one-black-156282578.html,33.0
Headphones With Clear Voice Microphone For Gaming,900.0,0.0,36.0,/weile-headphones-with-clear-voice-microphone-for-gaming-64689858.html,36.0
Black Bird Natural Sweet White Wine - 750ml,1090.0,0.0,19.0,/natural-sweet-white-wine-750ml-black-bird-mpg337277.html,19.0
Jbl Wireless Bluetooth TWS-4 Earbuds,1199.0,9.0,20.0,/jbl-wireless-bluetooth-tws-4-earbuds-119680853.html,20.0
Fashion Cutest Waterproof Bigsize Baby Makintosh Urine Mat,399.0,,43.0,/fashion-cutest-waterproof-bigsize-baby-makintosh-urine-mat-152470249.html,43.0
I12TWS Earbuds Wireless Earphones Bluetooth  Headset With Charging Cable-White,600.0,0.0,40.0,/generic-i12tws-earbuds-wireless-earphones-bluetooth-headset-with-charging-cable-white-66245568.html,40.0
Samsung Earphones Type -C,799.0,0.0,20.0,/samsung-earphones-type-c-153429230.html,20.0
White Secret Concentrate Lightening Unifying Complexion Serum- 30ml.,490.0,,39.0,/white-secret-concentrate-lightening-unifying-complexion-serum-30ml.-68083885.html,39.0
"Tecno Pop 7 Pro,  6.6"" 3GB + 64GB, Camera, 5000mAh, Black + Smart Watch & Power Bank",14299.0,99.0,25.0,/tecno-pop-7-pro-6.6-3gb-64gb-camera-5000mah-black-smart-watch-power-bank-116191015.html,25.0
Tisa Nyota 3 In 1 Ladies Handbags Women Bags Sling Bag-Black,1350.0,0.0,33.0,/tisa-nyota-3-in-1-ladies-handbags-women-bags-sling-bag-black-70586515.html,33.0
100 LED String Lights  Hanging Christmas Tree Decor,649.0,,19.0,/generic-100-led-string-lights-hanging-christmas-tree-decor-53575425.html,19.0
Axe Body Spray For Men Black 150ml,417.0,,15.0,/axe-body-spray-for-men-black-150ml-122456173.html,15.0
4 Stacks / Layers Plastic Kitchen Organizer Dish Rack,1399.0,0.0,44.0,/generic-4-stacks-layers-plastic-kitchen-organizer-dish-rack-107999385.html,44.0
Power King 4way Extension + Tv Guard + 32 Inch Tv Wall Mount,1390.0,0.0,23.0,/power-king-4way-extension-tv-guard-32-inch-tv-wall-mount-111799495.html,23.0
Fashion Punk Sunglasses Women,908.0,0.0,44.0,/fashion-punk-sunglasses-women-71479439.html,44.0
Power King >Office & Home Power Extension  > 6 Way + GIFTS,1200.0,0.0,37.0,/power-king-office-home-power-extension-6-way-gifts-114297438.html,37.0
New Tattoo Pen Rotary Tattoo Machine Kit Power Supply,1453.0,0.0,3.0,/generic-new-tattoo-pen-rotary-tattoo-machine-kit-power-supply-126318172.html,3.0
"Fashion Blue Light UV Computer Glasses, Anti Eye Strain",549.0,,31.0,/blue-light-uv-computer-glasses-anti-eye-strain-fashion-mpg422846.html,31.0
DIGITAL WEIGHING SCALE MACHINE 30 Kg,4199.0,0.0,30.0,/generic-digital-weighing-scale-machine-30-kg-126652026.html,30.0
Fashion Phone Calling Smart Band Smartwatch Y68,1550.0,0.0,45.0,/fashion-phone-calling-smart-band-smartwatch-y68-115141560.html,45.0
Metallic And Firm Multipurpose Shelf/ Multipurpose Organizer,1450.0,0.0,44.0,/generic-metallic-and-firm-multipurpose-shelf-multipurpose-organizer-70293797.html,44.0
"HDMI-compatible Splitter 3D 1080P 4K , 1 In 4 Out",1800.0,0.0,50.0,/generic-hdmi-compatible-splitter-3d-1080p-4k-1-in-4-out-115077996.html,50.0
Motorcycle Cover Waterproof Outdoor Sun Rain Dust Snow Leaf Protection Motorcycle Covers,1998.0,2.0,43.0,/generic-motorcycle-cover-waterproof-outdoor-sun-rain-dust-snow-leaf-protection-motorcycle-covers-38551265.html,43.0
9L Aluminum Explosion Proof Pressure Cooker,3650.0,0.0,19.0,/generic-9l-aluminum-explosion-proof-pressure-cooker-33086485.html,19.0
3 Modes Led Table Lamp Generic Rechargeable Eye Caring Touch Stepless Dimming,1093.0,8.0,47.0,/generic-3-modes-led-table-lamp-generic-rechargeable-eye-caring-touch-stepless-dimming-121281356.html,47.0
Scarlet Steam Iron Box Scatlet,1199.0,0.0,40.0,/scarlet-steam-iron-box-scatlet-150455500.html,40.0
Fashion Women Corset Workout Waist Trainer Girdle Gl Ladies Tummy Control Body Shaper Underbust Slimming Belt WeigthLoss,800.0,0.0,33.0,/women-corset-workout-waist-trainer-girdle-gl-ladies-tummy-control-body-shaper-underbust-slimming-belt-weigthloss-fashion-mpg341461.html,33.0
Nunix 5.1 CH HOME THEATRE WOOFER SYSTEM TALL BALL,14619.0,0.0,39.0,/nunix-5.1-ch-home-theatre-woofer-system-tall-ball-55262172.html,39.0
Wireless Bluetooth Earphone  Mini Earbud Headphone 18hrs Play Time,699.0,0.0,42.0,/generic-wireless-bluetooth-earphone-mini-earbud-headphone-18hrs-play-time-65057511.html,42.0
"Ambie True Wireless Earbuds AM-TW01 AMBIE, Bluetooth Ear Clips",3000.0,0.0,40.0,/ambie-true-wireless-earbuds-am-tw01-ambie-bluetooth-ear-clips-156282628.html,40.0
Fashion Curly Headband Wig +Free Gift Inside!,1899.0,0.0,24.0,/fashion-curly-headband-wig-free-gift-inside-100087189.html,24.0
Tecno Spark 7 Slim Fit Classy Cover Case + Scr. Protector + Bluetooth Headset + OTG Cable.,750.0,0.0,25.0,/generic-tecno-spark-7-slim-fit-classy-cover-case-scr.-protector-bluetooth-headset-otg-cable.-100811880.html,25.0
"Digital Kitchen Scale Spoon With LCD Display, Five Measurement Units",399.0,,33.0,/generic-digital-kitchen-scale-spoon-with-lcd-display-five-measurement-units-126318151.html,33.0
Aichun Beauty Hairy Face Fast Beard & Hair Growth Oil - Softens Stregthens,499.0,,50.0,/hairy-face-fast-beard-hair-growth-oil-softens-stregthens-beard-growth-mpg329851.html,50.0
（only Case）5Pcs Silicone Earphone Protective Case Box Anti-lost Rope Set For AirPods Pro-Black,352.0,,50.0,/generic-only-case5pcs-silicone-earphone-protective-case-box-anti-lost-rope-set-for-airpods-pro-black-39058150.html,50.0
Multifunction Laser Level With Adjustment Tripod,1890.0,9.0,24.0,/generic-multifunction-laser-level-with-adjustment-tripod-151502693.html,24.0
Non Woven Storage Bag for clothes/duvets ,1200.0,0.0,33.0,/generic-non-woven-storage-bag-for-clothesduvets-160753968.html,33.0
Marwa Heavy Duty Induction Cooking Pot Ware Set  With Glass Lids,13690.0,99.0,14.0,/heavy-duty-induction-cooking-pot-ware-set-with-glass-lids-marwa-mpg1266088.html,14.0
Aichun Beauty Fast Hips And Butt Enhancer Butt Enlargement Oil  -30ml,335.0,,39.0,/aichun-beauty-fast-hips-and-butt-enhancer-butt-enlargement-oil-30ml-154314667.html,39.0
Canon 446 CL Canon Cartridge Ink Color +FREE PEN,2699.0,0.0,10.0,/canon-446-cl-canon-cartridge-ink-color-free-pen-123459397.html,10.0
Oral Irrigator Portable Dental Water Flosser USB Rechargeable Jet Floss Tooth 3 Modes IPX7 1400rpm,2680.0,0.0,46.0,/generic-oral-irrigator-portable-dental-water-flosser-usb-rechargeable-jet-floss-tooth-3-modes-ipx7-1400rpm-151164179.html,46.0
Full Body Sculptor Massager - Relax & Spin - Tone Slimmer,1545.0,0.0,38.0,/full-body-sculptor-massager-relax-spin-tone-slimmer-generic-mpg416642.html,38.0
"4Pcs Door Handle Stickers, Carbon Fiber Cup Guards,",279.0,,44.0,/generic-4pcs-door-handle-stickers-carbon-fiber-cup-guards-110777822.html,44.0
"Oppo A58, 6.72'' 128GB ROM + 6GB RAM, 50MP, 4G, (Dual Sim), 5000 capacity ",24800.0,0.0,17.0,/oppo-a58-6.72-128gb-rom-6gb-ram-50mp-4g-dual-sim-5000-capacity-161538078.html,17.0
B22 7W Auto PIR Motion Sensor,699.0,0.0,42.0,/b22-7w-auto-pir-motion-sensor-generic-mpg601282.html,42.0
Mxq 4K Pro Android TV Box Smart Box,2799.0,0.0,30.0,/mxq-4k-pro-android-tv-box-smart-box-148053454.html,30.0
Defacto Boy Casual Regular Fit Crew Neck Knitted Short Sleeve T-Shirt - Anthracite,714.0,,23.0,/defacto-boy-casual-regular-fit-crew-neck-knitted-short-sleeve-t-shirt-anthracite-152581576.html,23.0
"Lenovo Tab M9,9 Inch,3+32GB,Dolby Atmos, Octa-Core Processor, Arctic Grey",20899.0,99.0,20.0,/lenovo-tab-m99-inch332gbdolby-atmos-octa-core-processor-arctic-grey-99389423.html,20.0
Fashion Women Party Star Pendant Chain Necklace-Silver,70.0,,50.0,/fashion-women-party-star-pendant-chain-necklace-silver-59171336.html,50.0
"Power King Best Heavy Duty Power Extension For Fridge, Freezer, Regrigerator +Fridge Guard",1280.0,0.0,35.0,/power-king-best-heavy-duty-power-extension-for-fridge-freezer-regrigerator-fridge-guard-157486224.html,35.0
Fashion Canvas Elastic Woven Stretch Braided Belt,799.0,,11.0,/fashion-canvas-elastic-woven-stretch-braided-belt-28765921.html,11.0
P47 Wireless  Bluetooth  Stereo Headset - White,799.0,8.0,50.0,/p47-wireless-bluetooth-stereo-headset-white-35042917.html,50.0
Fashion Blue Light Block Glasses Women Men Anti Eye Strain Headache Computer Lens_Transparent,425.0,,50.0,/fashion-blue-light-block-glasses-women-men-anti-eye-strain-headache-computer-lenstransparent-126982604.html,50.0
"Fashan Long Length Ballerina Coffin Press On Nails, Matte Fake Nails With Butterfly Designs, Acrylic All Cover False Nails For Women And Girls 24pcs",310.0,,48.0,/fashan-long-length-ballerina-coffin-press-on-nails-matte-fake-nails-with-butterfly-designs-acrylic-all-cover-false-nails-for-women-and-girls-24pcs-155572910.html,48.0
Nonstick Cookware14pc  Heavy Duty Sufurias With Lids,7500.0,0.0,29.0,/generic-nonstick-cookware14pc-heavy-duty-sufurias-with-lids-29759569.html,29.0
Oraimo Trimmer With 4 Guided Combs,1650.0,9.0,53.0,/oraimo-trimmer-with-4-guided-combs-71964194.html,53.0
Cidea 7 Inch PortableAndroid 12 Tablet With SIM Card Slot 64GB Expanded Storage Purple,9999.0,0.0,23.0,/cidea-7-inch-portableandroid-12-tablet-with-sim-card-slot-64gb-expanded-storage-purple-160566485.html,23.0
"XIAOMI Redmi A2 Plus, 6.52"" 3GB + 64GB 5000mAh (Dual SIM) + Magnifier & Tripod Stand",13799.0,99.0,23.0,/xiaomi-redmi-a2-plus-6.52-3gb-64gb-5000mah-dual-sim-magnifier-tripod-stand-157667112.html,23.0
Binatone SI-1605B Smoother Gliding Steam Iron- 90ml - 1600W - White/Blue,1419.0,0.0,29.0,/binatone-si-1605b-smoother-gliding-steam-iron-90ml-1600w-whiteblue-121429769.html,29.0
Poco M4 Pro 6GB + 128GB 64MP 5000mAh 4G NFC Smartphone - Cool Blue,29999.0,99.0,17.0,/poco-m4-pro-6gb-128gb-64mp-5000mah-4g-nfc-smartphone-cool-blue-64689822.html,17.0
"Oraimo Strong Bass, HD Sound Earphone + MicROPHONE HEADSET",240.0,,31.0,/strong-bass-hd-sound-earphone-mic-oraimo-mpg407308.html,31.0
"Mini Juicer Mixer Portable, Blender Juicer, Mixer USB Rechajable, 380ml",1099.0,0.0,39.0,/generic-mini-juicer-mixer-portable-blender-juicer-mixer-usb-rechajable-380ml-159214446.html,39.0
Baellerry Mens Wallet Leather Wallet Card Holder Men's Leather Wallet,890.0,0.0,26.0,/baellerry-mens-wallet-leather-wallet-card-holder-mens-leather-wallet-58951694.html,26.0
3 Wheel Scooter With Flash Wheels Kick For 2-12 Year Kids,2850.0,0.0,32.0,/generic-3-wheel-scooter-with-flash-wheels-kick-for-2-12-year-kids-159002375.html,32.0
6pcs Travel Storage Bag Organizer Pouch Suitcase Organizer Luggage Organizer,1295.0,0.0,35.0,/generic-6pcs-travel-storage-bag-organizer-pouch-suitcase-organizer-luggage-organizer-152300857.html,35.0
Ediko Sports Baseball Cap,459.0,,8.0,/ediko-sports-baseball-cap-48898582.html,8.0
Sydney Modern Wooden TV Stand,7499.0,9.0,21.0,/generic-sydney-modern-wooden-tv-stand-116114662.html,21.0
Fragrance World Berries Weekend Pink Edition Women,1730.0,0.0,14.0,/fragrance-world-berries-weekend-pink-edition-women-120275759.html,14.0
"XIAOMI Redmi 12C, 6.71""-inch Display(4GB+128GB )BLUE,SPLY""",17200.0,0.0,31.0,/xiaomi-redmi-12c-6.71-inch-display4gb128gb-bluesply-122214593.html,31.0
Fashion Checked Umbrella,700.0,,13.0,/fashion-checked-umbrella-69374172.html,13.0
Aloe Vera Face Serum,400.0,,50.0,/karite-aloe-vera-face-serum-72907350.html,50.0
Fashion Set Of Blue Swimming Goggles & Blue Swimming Cap Gear Set,675.0,0.0,33.0,/generic-fashion-set-of-blue-swimming-goggles-blue-swimming-cap-gear-set-91150837.html,33.0
Derma Roller 0.5mm + 1.5mm DERMAROLLER MICRO NEEDLE BEARD HAIR SKIN FACE WRINKLE & ANTI-AGING DERMA,2000.0,0.0,50.0,/derma-roller-0.5mm-1.5mm-dermaroller-micro-needle-beard-hair-skin-face-wrinkle-anti-aging-derma-160004251.html,50.0
1Pcs GREY Curtain WITH 1M White Sheers,2400.0,0.0,8.0,/generic-1pcs-grey-curtain-with-1m-white-sheers-152906449.html,8.0
Fashion Bags Women Ladies Bags Handbags Sling Bags Crossbody Bags Purse Female,759.0,9.0,42.0,/fashion-bags-women-ladies-bags-handbags-sling-bags-crossbody-bags-purse-female-153632574.html,42.0
Anti Burst Exercise Yoga Balls,1550.0,0.0,45.0,/generic-anti-burst-exercise-yoga-balls-110330329.html,45.0
VEGER Slim Ports Portable Charger- 25000mAh Power Bank,2189.0,0.0,37.0,/veger-slim-ports-portable-charger-25000mah-power-bank-13660924.html,37.0
AC BLACK Pure Grain Whiskey - 750ml + FREE GIFT INSIDE,1150.0,0.0,15.0,/ac-black-pure-grain-whiskey-750ml-free-gift-inside-54096240.html,15.0
Multipurpose Frog Shaped Cartoon Organizer/Holders,945.0,0.0,10.0,/generic-multipurpose-frog-shaped-cartoon-organizerholders-20101742.html,10.0
Fashion Ladies  Mid Heel Sandals Slippers,2478.0,3.0,46.0,/fashion-ladies-mid-heel-sandals-slippers-60847177.html,46.0
Fashion Women's Heart Beat Pendant Chain Choker Collar Bib-Silver,90.0,,50.0,/fashion-womens-heart-beat-pendant-chain-choker-collar-bib-silver-48033051.html,50.0
"P9 Wireless Bluetooth Headphones With Mic, Stereo, Noise Canceling, Sports, Gaming Headphones-Blue",1699.0,0.0,38.0,/generic-p9-wireless-bluetooth-headphones-with-mic-stereo-noise-canceling-sports-gaming-headphones-blue-156419045.html,38.0
P47 Bluetooth Headphones+ Earpods +F9 BT Earphones +Sports Earphones,2200.0,0.0,8.0,/p47-bluetooth-headphones-earpods-f9-bt-earphones-sports-earphones-134251265.html,8.0
Home Use Smart Weigh Scale,2999.0,0.0,21.0,/generic-home-use-smart-weigh-scale-57861785.html,21.0
Valon Valon Petroleum Jelly Aloe 250ml,245.0,,10.0,/valon-valon-petroleum-jelly-aloe-250ml-87392469.html,10.0
Fashion 1 Pieces Of Adjustable Baseball Cap + Belt + Watch,880.0,0.0,41.0,/fashion-1-pieces-of-adjustable-baseball-cap-belt-watch-129651981.html,41.0
Fashion Women Sweet Faux Pearl Rhinestone Snowflake Ear Stud-Gold,175.0,,50.0,/fashion-women-sweet-faux-pearl-rhinestone-snowflake-ear-stud-gold-48030999.html,50.0
Sathiya Electric Kettle 2 Litres + Single Spiral Hotplate,1900.0,0.0,47.0,/electric-kettle-2-litres-single-spiral-hotplate-sathiya-mpg1778765.html,47.0
"CTC 26""inches,LED DIGITAL,HD -USB AND HDMI CONNECTIVITY",9988.0,99.0,23.0,/26inches-digital-led-tv-with-free-to-air-channels-hdmi-port-ctc-mpg605325.html,23.0
Waist Trainer Body Shaper Slimming Belt Tummy Trimmer Women High Waist Postpartum Slimming Shapeawear Corset Tummy Control,849.0,9.0,43.0,/generic-waist-trainer-body-shaper-slimming-belt-tummy-trimmer-women-high-waist-postpartum-slimming-shapeawear-corset-tummy-control-160748799.html,43.0
cloudoon Milk Coffee Foam Maker Portable Mixer,509.0,0.0,49.0,/cloudoon-milk-coffee-foam-maker-portable-mixer-152071472.html,49.0
Fashion Ladies Slides Sandals,999.0,0.0,45.0,/fashion-ladies-slides-sandals-108090595.html,45.0
207 Pieces Cake Decorating Tool Set Baking Supplies,2699.0,2.0,31.0,/generic-207-pieces-cake-decorating-tool-set-baking-supplies-121460000.html,31.0
4Pc Washing Machine Antivibration Anti Vibration Pads Shock And Noise Cancellation Pads,598.0,,25.0,/generic-4pc-washing-machine-antivibration-anti-vibration-pads-shock-and-noise-cancellation-pads-67372809.html,25.0
R100 Wireless Bluetooth Speaker With LED Light,1495.0,0.0,17.0,/generic-r100-wireless-bluetooth-speaker-with-led-light-63240370.html,17.0
"Sokany 4500W Commercial Grade Blender,Food Processor-BPA 2L Jar",4620.0,9.0,49.0,/4500w-commercial-grade-blenderfood-processor-bpa-2l-jar-sokany-mpg439197.html,49.0
Fashion LouisWill Men Hats Woolen Cloth Berets Cap Autumn And Winter,589.0,0.0,47.0,/fashion-louiswill-men-hats-woolen-cloth-berets-cap-autumn-and-winter-50430985.html,47.0
Home Tailor Electric Mini Portable Sewing Machine,2600.0,0.0,35.0,/generic-home-tailor-electric-mini-portable-sewing-machine-115582568.html,35.0
Miadi Miadi Leave In Treatment Spray - 450ml,255.0,,10.0,/leave-in-treatment-spray-475ml-miadi-mpg213674.html,10.0
Aloe Vera Soothing Gel -260ml,530.0,,34.0,/soothing-gel-260ml-aloe-vera-mpg383985.html,34.0
Moroccan Argan Oil Correct Nourish Moisturise + Vitamin C&E Brightening Serum,599.0,0.0,60.0,/moroccan-argan-oil-correct-nourish-moisturise-vitamin-ce-brightening-serum-156964691.html,60.0
Fashion Women Sneakers Thick-soled Sports Shoes For Women-pink,1290.0,0.0,49.0,/fashion-women-sneakers-thick-soled-sports-shoes-for-women-pink-122731022.html,49.0
Griffaton RED CABBAGE RUBY BALL 10GM,300.0,,25.0,/griffaton-red-cabbage-ruby-ball-10gm-69830761.html,25.0
3 Color Nudes Highlighter Blusher,450.0,,25.0,/generic-3-color-nudes-highlighter-blusher-153408306.html,25.0
Fashion 2Pcs/Set Couple Luminous Pearl Bracelets For Best Friends Lovers Valentines,204.0,,44.0,/fashion-2pcsset-couple-luminous-pearl-bracelets-for-best-friends-lovers-valentines-21095642.html,44.0
Cantu Coconut Curling Cream,1499.0,0.0,23.0,/coconut-curling-cream-cantu-mpg1687571.html,23.0
E'YEARN Six Soothing Organic Moisturizing Korean Facial Sheet Masks,599.0,0.0,43.0,/eyearn-six-soothing-organic-moisturizing-korean-facial-sheet-masks-65192765.html,43.0
